text|keyphrases
"                                                                      
                                                                      
                                                                      
                                                                      
          Variational Autoencoders                                    
                                                                      
          Another important category of autoencoders was introduced in 2013 by Diederik
          Kingma and Max Welling and quickly became one of the most popular types of
          autoencoders: variational autoencoders.7                    
                                                                      
          They are quite different from all the autoencoders we have discussed so far, in these
          particular ways:                                            
           • They are probabilistic autoencoders, meaning that their outputs are partly deter‐
            mined by chance, even after training (as opposed to denoising autoencoders,
            which use randomness only during training).               
           • Most importantly, they are generative autoencoders, meaning that they can gener‐
            ate new instances that look like they were sampled from the training set.
                                                                      
          Both these properties make them rather similar to RBMs, but they are easier to train,
          and the sampling process is much faster (with RBMs you need to wait for the network
          to stabilize into a “thermal equilibrium” before you can sample a new instance).
          Indeed, as their name suggests, variational autoencoders perform variational Baye‐
          sian inference (introduced in Chapter 9), which is an efficient way to perform
          approximate Bayesian inference.                             
          Let’s take a look at how they work. Figure 17-12 (left) shows a variational autoen‐
          coder. You can recognize the basic structure of all autoencoders, with an encoder fol‐
          lowed by a decoder (in this example, they both have two hidden layers), but there is a
          twist: instead of directly producing a coding for a given input, the encoder produces a
          mean coding μ and a standard deviation σ. The actual coding is then sampled ran‐
          domly from a Gaussian distribution with mean μ and standard deviation σ. After that
          the decoder decodes the sampled coding normally. The right part of the diagram
          shows a training instance going through this autoencoder. First, the encoder pro‐
          duces μ and σ, then a coding is sampled randomly (notice that it is not exactly located
          at μ), and finally this coding is decoded; the final output resembles the training
          instance.                                                   
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          7 Diederik Kingma and Max Welling, “Auto-Encoding Variational Bayes,” arXiv preprint arXiv:1312.6114
           (2013).                                                    "|generative; generative autoencoders; mean coding; variational; variational autoencoders; probabilistic; probabilistic autoencoders; Bayesian inference
"                                                                      
                                                                      
                                                                      
                                                                      
          able to flow through the network and reach the final layers of the generator: this
          seems like an unnecessary constraint that probably slowed down training. And
          finally, some visual artifacts may appear because the same noise was used at different
          levels. If instead the generator tried to produce its own pseudorandom noise, this
          noise might not look very convincing, leading to more visual artifacts. Plus, part of
          the generator’s weights would be dedicated to generating pseudorandom noise, which
          again seems wasteful. By adding extra noise inputs, all these issues are avoided; the
          GAN is able to use the provided noise to add the right amount of stochasticity to each
          part of the image.                                          
          The added noise is different for each level. Each noise input consists of a single fea‐
          ture map full of Gaussian noise, which is broadcast to all feature maps (of the given
          level) and scaled using learned per-feature scaling factors (this is represented by the
          “B” boxes in Figure 17-20) before it is added.              
                                                                      
          Finally, StyleGAN uses a technique called mixing regularization (or style mixing),
          where a percentage of the generated images are produced using two different codings.
          Specifically, the codings c and c are sent through the mapping network, giving two
                         1   2                                        
          style vectors w and w . Then the synthesis network generates an image based on the
                  1    2                                              
          styles w for the first levels and the styles w for the remaining levels. The cutoff level
              1                    2                                  
          is picked randomly. This prevents the network from assuming that styles at adjacent
          levels are correlated, which in turn encourages locality in the GAN, meaning that
          each style vector only affects a limited number of traits in the generated image.
          There is such a wide variety of GANs out there that it would require a whole book to
          cover them all. Hopefully this introduction has given you the main ideas, and most
          importantly the desire to learn more. If you’re struggling with a mathematical con‐
          cept, there are probably blog posts out there that will help you understand it better.
          Then go ahead and implement your own GAN, and do not get discouraged if it has
          trouble learning at first: unfortunately, this is normal, and it will require quite a bit of
          patience before it works, but the result is worth it. If you’re struggling with an imple‐
          mentation detail, there are plenty of Keras or TensorFlow implementations that you
          can look at. In fact, if all you want is to get some amazing results quickly, then you
          can just use a pretrained model (e.g., there are pretrained StyleGAN models available
          for Keras).                                                 
          In the next chapter we will move to an entirely different branch of Deep Learning:
          Deep Reinforcement Learning.                                
                                                                      
                                                                      
                                                                      
                                                                      "|mixing regularization; style mixing
"                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                   CHAPTER 7          
                                                                      
              Ensemble    Learning  and  Random    Forests            
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          Suppose you pose a complex question to thousands of random people, then aggregate
          their answers. In many cases you will find that this aggregated answer is better than
          an expert’s answer. This is called the wisdom of the crowd. Similarly, if you aggregate
          the predictions of a group of predictors (such as classifiers or regressors), you will
          often get better predictions than with the best individual predictor. A group of pre‐
          dictors is called an ensemble; thus, this technique is called Ensemble Learning, and an
          Ensemble Learning algorithm is called an Ensemble method.   
          As an example of an Ensemble method, you can train a group of Decision Tree classi‐
          fiers, each on a different random subset of the training set. To make predictions, you
          obtain the predictions of all the individual trees, then predict the class that gets the
          most votes (see the last exercise in Chapter 6). Such an ensemble of Decision Trees is
          called a Random Forest, and despite its simplicity, this is one of the most powerful
          Machine Learning algorithms available today.                
          As discussed in Chapter 2, you will often use Ensemble methods near the end of a
          project, once you have already built a few good predictors, to combine them into an
          even better predictor. In fact, the winning solutions in Machine Learning competi‐
          tions often involve several Ensemble methods (most famously in the Netflix Prize
          competition).                                               
                                                                      
          In this chapter we will discuss the most popular Ensemble methods, including bag‐
          ging, boosting, and stacking. We will also explore Random Forests.
          Voting Classifiers                                          
                                                                      
          Suppose you have trained a few classifiers, each one achieving about 80% accuracy.
          You may have a Logistic Regression classifier, an SVM classifier, a Random Forest
          classifier, a K-Nearest Neighbors classifier, and perhaps a few more (see Figure 7-1).
                                                                      "|voting classifiers; Ensemble Learning; ensembles; Ensemble methods; prediction problems; wisdom of the crowd; Random Forests
"                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          Figure 8-6. The decision boundary may not always be simpler with lower dimensions
                                                                      
          PCA                                                         
                                                                      
          Principal Component Analysis (PCA) is by far the most popular dimensionality reduc‐
          tion algorithm. First it identifies the hyperplane that lies closest to the data, and then
          it projects the data onto it, just like in Figure 8-2.      
                                                                      
          Preserving the Variance                                     
                                                                      
          Before you can project the training set onto a lower-dimensional hyperplane, you
          first need to choose the right hyperplane. For example, a simple 2D dataset is repre‐
          sented on the left in Figure 8-7, along with three different axes (i.e., 1D hyperplanes).
          On the right is the result of the projection of the dataset onto each of these axes. As
          you can see, the projection onto the solid line preserves the maximum variance, while
          the projection onto the dotted line preserves very little variance and the projection
          onto the dashed line preserves an intermediate amount of variance.
                                                                      
                                                                      
                                                                      
                                                                      "|PCA (Principal Component Analysis); preserving variance; preserving
"                                                                      
                                                                      
                                                                      
                                                                      
          Creating the Replay Buffer and the Corresponding Observer   
                                                                      
          The TF-Agents library provides various replay buffer implementations in the
          tf_agents.replay_buffers package. Some are purely written in Python (their mod‐
          ule names start with py_), and others are written based on TensorFlow (their module
          names start with tf_). We will use the TFUniformReplayBuffer class in the
          tf_agents.replay_buffers.tf_uniform_replay_buffer package. It provides a
          high-performance implementation of a replay buffer with uniform sampling:21
            from tf_agents.replay_buffers import tf_uniform_replay_buffer
                                                                      
            replay_buffer = tf_uniform_replay_buffer.TFUniformReplayBuffer(
               data_spec=agent.collect_data_spec,                     
               batch_size=tf_env.batch_size,                          
               max_length=1000000)                                    
          Let’s look at each of these arguments:                      
          data_spec                                                   
            The specification of the data that will be saved in the replay buffer. The DQN
            agent knowns what the collected data will look like, and it makes the data spec
            available via its collect_data_spec attribute, so that’s what we give the replay
            buffer.                                                   
          batch_size                                                  
                                                                      
            The number of trajectories that will be added at each step. In our case, it will be
            one, since the driver will just execute one action per step and collect one trajec‐
            tory. If the environment were a batched environment, meaning an environment
            that takes a batch of actions at each step and returns a batch of observations, then
            the driver would have to save a batch of trajectories at each step. Since we are
            using a TensorFlow replay buffer, it needs to know the size of the batches it will
            handle (to build the computation graph). An example of a batched environment
            is the ParallelPyEnvironment (from the tf_agents.environments.paral
            lel_py_environment package): it runs multiple environments in parallel in sepa‐
            rate processes (they can be different as long as they have the same action and
            observation specs), and at each step it takes a batch of actions and executes them
            in the environments (one action per environment), then it returns all the result‐
            ing observations.                                         
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          21 At the time of this writing, there is no prioritized experience replay buffer yet, but one will likely be open
           sourced soon.                                              "|replay buffer and observer; replay buffers; observers
"                                                                      
                                                                      
                                                                      
                                                                      
            Equation 4-6. Gradient vector of the cost function        
                                                                      
                     ∂                                                
                      MSE θ                                           
                    ∂θ                                                
                      0                                               
                     ∂                                                
            ∇ θ MSE θ = ∂θ 1 MSE θ = m 2 X ⊺ Xθ−y                     
                       ⋮                                              
                     ∂                                                
                       MSE θ                                          
                    ∂θ                                                
                      n                                               
                   Notice that this formula involves calculations over the full training
                   set X, at each Gradient Descent step! This is why the algorithm is
                   called Batch Gradient Descent: it uses the whole batch of training
                   data at every step (actually, Full Gradient Descent would probably
                   be a better name). As a result it is terribly slow on very large train‐
                   ing sets (but we will see much faster Gradient Descent algorithms
                   shortly). However, Gradient Descent scales well with the number of
                   features; training a Linear Regression model when there are hun‐
                   dreds of thousands of features is much faster using Gradient
                   Descent than using the Normal Equation or SVD decomposition.
          Once you have the gradient vector, which points uphill, just go in the opposite direc‐
          tion to go downhill. This means subtracting ∇ MSE(θ) from θ. This is where the
                                      θ                               
          learning rate η comes into play:5 multiply the gradient vector by η to determine the
          size of the downhill step (Equation 4-7).                   
            Equation 4-7. Gradient Descent step                       
            θ next step =θ−η∇ MSE θ                                   
                       θ                                              
          Let’s look at a quick implementation of this algorithm:     
            eta = 0.1 # learning rate                                 
            n_iterations = 1000                                       
            m = 100                                                   
            theta = np.random.randn(2,1) # random initialization      
            for iteration in range(n_iterations):                     
               gradients = 2/m * X_b.T.dot(X_b.dot(theta) - y)        
               theta = theta - eta * gradients                        
                                                                      
                                                                      
          5 Eta (η) is the seventh letter of the Greek alphabet.      "|Full Gradient Descent
"                                                                      
                                                                      
                                                                      
                                                                      
          Instead of training the DQN based only on the latest experiences, we will store all
          experiences in a replay buffer (or replay memory), and we will sample a random train‐
          ing batch from it at each training iteration. This helps reduce the correlations
          between the experiences in a training batch, which tremendously helps training. For
          this, we will just use a deque list:                        
                                                                      
            from collections import deque                             
            replay_buffer = deque(maxlen=2000)                        
                                                                      
                   A deque is a linked list, where each element points to the next one
                   and to the previous one. It makes inserting and deleting items very
                   fast, but the longer the deque is, the slower random access will be.
                   If you need a very large replay buffer, use a circular buffer; see the
                   “Deque vs Rotating List” section of the notebook for an
                   implementation.                                    
                                                                      
          Each experience will be composed of five elements: a state, the action the agent took,
          the resulting reward, the next state it reached, and finally a Boolean indicating
          whether the episode ended at that point (done). We will need a small function to sam‐
          ple a random batch of experiences from the replay buffer. It will return five NumPy
          arrays corresponding to the five experience elements:       
            def sample_experiences(batch_size):                       
               indices = np.random.randint(len(replay_buffer), size=batch_size)
               batch = [replay_buffer[index] for index in indices]    
               states, actions, rewards, next_states, dones = [       
                 np.array([experience[field_index] for experience in batch])
                 for field_index in range(5)]                         
               return states, actions, rewards, next_states, dones    
          Let’s also create a function that will play a single step using the ε-greedy policy, then
          store the resulting experience in the replay buffer:        
            def play_one_step(env, state, epsilon):                   
               action = epsilon_greedy_policy(state, epsilon)         
               next_state, reward, done, info = env.step(action)      
               replay_buffer.append((state, action, reward, next_state, done))
               return next_state, reward, done, info                  
          Finally, let’s create one last function that will sample a batch of experiences from the
          replay buffer and train the DQN by performing a single Gradient Descent step on this
          batch:                                                      
            batch_size = 32                                           
            discount_factor = 0.95                                    
            optimizer = keras.optimizers.Adam(lr=1e-3)                
            loss_fn = keras.losses.mean_squared_error                 "|replay memory; deques; replay buffers
"                                                                      
                                                                      
                                                                      
                                                                      
          That’s not too hard! However, you may prefer to use a nice self-contained custom
          layer (much like Scikit-Learn’s StandardScaler), rather than having global variables
          like means and stds dangling around:                        
                                                                      
            class Standardization(keras.layers.Layer):                
               def adapt(self, data_sample):                          
                 self.means_ = np.mean(data_sample, axis=0, keepdims=True)
                 self.stds_ = np.std(data_sample, axis=0, keepdims=True)
               def call(self, inputs):                                
                 return (inputs - self.means_) / (self.stds_ + keras.backend.epsilon())
          Before you can use this standardization layer, you will need to adapt it to your dataset
          by calling the adapt() method and passing it a data sample. This will allow it to use
          the appropriate mean and standard deviation for each feature:
            std_layer = Standardization()                             
            std_layer.adapt(data_sample)                              
          This sample must be large enough to be representative of your dataset, but it does not
          have to be the full training set: in general, a few hundred randomly selected instances
          will suffice (however, this depends on your task). Next, you can use this preprocess‐
          ing layer like a normal layer:                              
            model = keras.Sequential()                                
            model.add(std_layer)                                      
            [...] # create the rest of the model                      
            model.compile([...])                                      
            model.fit([...])                                          
          If you are thinking that Keras should contain a standardization layer like this one,
          here’s some good news for you: by the time you read this, the keras.layers.Normal
          ization layer will probably be available. It will work very much like our custom
          Standardization layer: first, create the layer, then adapt it to your dataset by passing
          a data sample to the adapt() method, and finally use the layer normally.
          Now let’s look at categorical features. We will start by encoding them as one-hot
          vectors.                                                    
          Encoding Categorical Features Using One-Hot Vectors         
                                                                      
          Consider the ocean_proximity feature in the California housing dataset we explored
          in Chapter 2: it is a categorical feature with five possible values: ""<1H OCEAN"",
          ""INLAND"", ""NEAR OCEAN"", ""NEAR BAY"", and ""ISLAND"". We need to encode this feature
          before we feed it to a neural network. Since there are very few categories, we can use
          one-hot encoding. For this, we first need to map each category to its index (0 to 4),
          which can be done using a lookup table:                     
            vocab = [""<1H OCEAN"", ""INLAND"", ""NEAR OCEAN"", ""NEAR BAY"", ""ISLAND""]
            indices = tf.range(len(vocab), dtype=tf.int64)            
                                                                      "|encoding using one-hot vectors; one-hot vectors
"                                                                      
                                                                      
                                                                      
                                                                      
          (with 100% probability). It may alternate a number of times between these two states,
          but eventually it will fall into state s and remain there forever (this is a terminal
                                3                                     
          state). Markov chains can have very different dynamics, and they are heavily used in
          thermodynamics, chemistry, statistics, and much more.       
          Markov decision processes were first described in the 1950s by Richard Bellman.12
          They resemble Markov chains but with a twist: at each step, an agent can choose one
          of several possible actions, and the transition probabilities depend on the chosen
          action. Moreover, some state transitions return some reward (positive or negative),
          and the agent’s goal is to find a policy that will maximize reward over time.
          For example, the MDP represented in Figure 18-8 has three states (represented by cir‐
          cles) and up to three possible discrete actions at each step (represented by diamonds).
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          Figure 18-8. Example of a Markov decision process           
                                                                      
          If it starts in state s , the agent can choose between actions a , a , or a . If it chooses
                     0                        0 1  2                  
          action a , it just remains in state s with certainty, and without any reward. It can thus
               1             0                                        
          decide to stay there forever if it wants to. But if it chooses action a , it has a 70% prob‐
                                                0                     
          ability of gaining a reward of +10 and remaining in state s . It can then try again and
                                            0                         
          again to gain as much reward as possible, but at one point it is going to end up
          instead in state s . In state s it has only two possible actions: a or a . It can choose to
                    1     1                   0  2                    
          stay put by repeatedly choosing action a , or it can choose to move on to state s and
                                 0                       2            
          get a negative reward of –50 (ouch). In state s it has no other choice than to take
                                      2                               
          action a , which will most likely lead it back to state s , gaining a reward of +40 on the
               1                         0                            
          12 Richard Bellman, “A Markovian Decision Process,” Journal of Mathematics and Mechanics 6, no. 5 (1957):
           679–684.                                                   "|terminal state
"                                                                      
                                                                      
                                                                      
                                                                      
          Convolutional Layers                                        
                                                                      
          The most important building block of a CNN is the convolutional layer:6 neurons in
          the first convolutional layer are not connected to every single pixel in the input image
          (like they were in the layers discussed in previous chapters), but only to pixels in their
          receptive fields (see Figure 14-2). In turn, each neuron in the second convolutional
          layer is connected only to neurons located within a small rectangle in the first layer.
          This architecture allows the network to concentrate on small low-level features in the
          first hidden layer, then assemble them into larger higher-level features in the next
          hidden layer, and so on. This hierarchical structure is common in real-world images,
          which is one of the reasons why CNNs work so well for image recognition.
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          Figure 14-2. CNN layers with rectangular local receptive fields
                                                                      
                   All the multilayer neural networks we’ve looked at so far had layers
                   composed of a long line of neurons, and we had to flatten input
                   images to 1D before feeding them to the neural network. In a CNN
                   each layer is represented in 2D, which makes it easier to match
                   neurons with their corresponding inputs.           
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
          6 A convolution is a mathematical operation that slides one function over another and measures the integral of
           their pointwise multiplication. It has deep connections with the Fourier transform and the Laplace transform
           and is heavily used in signal processing. Convolutional layers actually use cross-correlations, which are very
           similar to convolutions (see https://homl.info/76 for more details)."|convolutional layer
"                                                                      
                                                                      
                                                                      
                                                                      
          faster, the accuracy would be roughly the same, and it would allow us to choose any
          output activation function we want. If you make this change, also make sure to
          remove return_sequences=True from the second (now last) recurrent layer:
                                                                      
            model = keras.models.Sequential([                         
               keras.layers.SimpleRNN(20, return_sequences=True, input_shape=[None, 1]),
               keras.layers.SimpleRNN(20),                            
               keras.layers.Dense(1)                                  
            ])                                                        
          If you train this model, you will see that it converges faster and performs just as well.
          Plus, you could change the output activation function if you wanted.
          Forecasting Several Time Steps Ahead                        
                                                                      
          So far we have only predicted the value at the next time step, but we could just as
          easily have predicted the value several steps ahead by changing the targets appropri‐
          ately (e.g., to predict 10 steps ahead, just change the targets to be the value 10 steps
          ahead instead of 1 step ahead). But what if we want to predict the next 10 values?
          The first option is to use the model we already trained, make it predict the next value,
          then add that value to the inputs (acting as if this predicted value had actually occur‐
          red), and use the model again to predict the following value, and so on, as in the fol‐
          lowing code:                                                
            series = generate_time_series(1, n_steps + 10)            
            X_new, Y_new = series[:, :n_steps], series[:, n_steps:]   
            X = X_new                                                 
            for step_ahead in range(10):                              
               y_pred_one = model.predict(X[:, step_ahead:])[:, np.newaxis, :]
               X = np.concatenate([X, y_pred_one], axis=1)            
            Y_pred = X[:, n_steps:]                                   
          As you might expect, the prediction for the next step will usually be more accurate
          than the predictions for later time steps, since the errors might accumulate (as you
          can see in Figure 15-8). If you evaluate this approach on the validation set, you will
          find an MSE of about 0.029. This is much higher than the previous models, but it’s
          also a much harder task, so the comparison doesn’t mean much. It’s much more
          meaningful to compare this performance with naive predictions (just forecasting that
          the time series will remain constant for 10 time steps) or with a simple linear model.
          The naive approach is terrible (it gives an MSE of about 0.223), but the linear model
          gives an MSE of about 0.0188: it’s much better than using our RNN to forecast the
          future one step at a time, and also much faster to train and run. Still, if you only want
          to forecast a few time steps ahead, on more complex tasks, this approach may work
          well.                                                       
                                                                      
                                                                      "|forecasting several steps ahead
"                                                                      
                                                                      
                                                                      
                                                                      
          Autoencoders and GANs are both unsupervised, they both learn dense representa‐
          tions, they can both be used as generative models, and they have many similar appli‐
          cations. However, they work very differently:               
                                                                      
           • Autoencoders simply learn to copy their inputs to their outputs. This may sound
            like a trivial task, but we will see that constraining the network in various ways
            can make it rather difficult. For example, you can limit the size of the latent rep‐
            resentations, or you can add noise to the inputs and train the network to recover
            the original inputs. These constraints prevent the autoencoder from trivially
            copying the inputs directly to the outputs, which forces it to learn efficient ways
            of representing the data. In short, the codings are byproducts of the autoencoder
            learning the identity function under some constraints.    
           • GANs are composed of two neural networks: a generator that tries to generate
            data that looks similar to the training data, and a discriminator that tries to tell
            real data from fake data. This architecture is very original in Deep Learning in
            that the generator and the discriminator compete against each other during
            training: the generator is often compared to a criminal trying to make realistic
            counterfeit money, while the discriminator is like the police investigator trying to
            tell real money from fake. Adversarial training (training competing neural net‐
            works) is widely considered as one of the most important ideas in recent years. In
            2016, Yann LeCun even said that it was “the most interesting idea in the last 10
            years in Machine Learning.”                               
                                                                      
          In this chapter we will start by exploring in more depth how autoencoders work and
          how to use them for dimensionality reduction, feature extraction, unsupervised pre‐
          training, or as generative models. This will naturally lead us to GANs. We will start by
          building a simple GAN to generate fake images, but we will see that training is often
          quite difficult. We will discuss the main difficulties you will encounter with adversa‐
          rial training, as well as some of the main techniques to work around these difficulties.
          Let’s start with autoencoders!                              
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      "|adversarial learning; versus Generative Adversarial Networks (GANs); Generative Adversarial Networks (GANs) versus autoencoders; discriminators; generators
