text|keyphrases
"For example, we can train a model to infer whether or not a baby will require atten‐
tion by training a logistic regression model on the natality dataset:
<b>CREATE</b> <b>OR</b> <b>REPLACE</b> MODEL
mlpatterns.neutral_3classes <b>OPTIONS(model_type='logistic_reg',</b>
input_label_cols=['health']) <b>AS</b>
<b>SELECT</b>
IF
(apgar_1min = 10,
'Healthy',
IF
(apgar_1min >= 8,
'Neutral',
'NeedsAttention')) <b>AS</b> health,
plurality,
mother_age,
gestation_weeks,
ever_born
<b>FROM</b>
`bigquery-public-data.samples.natality`
<b>WHERE</b>
apgar_1min <= 10
Once the model is trained, we can carry out prediction using SQL:
<b>SELECT</b> * <b>FROM</b> ML.PREDICT(MODEL mlpatterns.neutral_3classes,
(SELECT
2 <b>AS</b> plurality,
32 <b>AS</b> mother_age,
41 <b>AS</b> gestation_weeks,
1 <b>AS</b> ever_born
)
)
However, BigQuery is primarily for distributed data processing. While it was great
for training the ML model on gigabytes of data, using such a system to carry out
inference on a single row is not the best fit—latencies can be as high as a second or
ML.PREDICT
two. Rather, the functionality is more appropriate for batch serving.
In order to carry out online prediction, we can ask BigQuery to export the model as a
TensorFlow SavedModel:
bq extract -m --destination_format=ML_TF_SAVED_MODEL <b>\</b>
mlpatterns.neutral_3classes gs://${BUCKET}/export/baby_health
Now, we can deploy the SavedModel into a serving framework like Cloud AI Plat‐
form that supports SavedModel to get the benefits of low-latency, autoscaled ML
model serving. See the notebook in GitHub for the complete code.
Even if this ability to export the model as a SavedModel did not exist, we could have
extracted the weights, written a mathematical model to carry out the linear model,
containerized it, and deployed the container image into a serving platform."|SavedModel; Stateless Serving Function design pattern
"class_weights
In Keras, we can pass a parameter to our model when we train it with
fit() . The parameter class_weights is a dict, mapping each class to the weight
Keras should assign to examples from that class. But how should we determine the
exact weights for each class? The class weight values should relate to the balance of
each class in our dataset. For example, if the minority class accounts for only 0.1% of
the dataset, a reasonable conclusion is that our model should treat examples from
that class with 1000× more weight than the majority class. In practice, it’s common to
divide this weight value by 2 for each class so that the average weight of an example is
<i>1.0.</i> Therefore, given a dataset with 0.1% of values representing the minority class, we
could calculate the class weights with the following code:
num_minority_examples = 1
num_majority_examples = 999
total_examples = num_minority_examples + num_majority_examples
minority_class_weight = 1/(num_minority_examples/total_examples)/2
majority_class_weight = 1/(num_majority_examples/total_examples)/2
<i>#</i> <i>Pass</i> <i>the</i> <i>weights</i> <i>to</i> <i>Keras</i> <i>in</i> <i>a</i> <i>dict</i>
<i>#</i> <i>The</i> <i>key</i> <i>is</i> <i>the</i> <i>index</i> <i>of</i> <i>each</i> <i>class</i>
keras_class_weights = {0: majority_class_weight, 1: minority_class_weight}
We’d then pass these weights to our model during training:
model.fit(
train_data,
train_labels,
class_weight=keras_class_weights
)
In BigQuery ML, we can set AUTO_CLASS_WEIGHTS = True in the OPTIONS block when
creating our model to have different classes weighted based on their frequency of
occurrence in the training data.
While it can be helpful to follow a heuristic of class balance for setting class weights,
the business application of a model might also dictate the class weights we choose to
assign. For example, let’s say we have a model classifying images of defective prod‐
ucts. If the cost of shipping a defective product is 10 times that of incorrectly classify‐
ing a normal product, we would choose 10 as the weight for our minority class."|BigQuery ML; downsampling; Keras; Rebalancing design pattern
"texts_to_sequences
We can then invoke this mapping with the method of our
tokenizer. This maps each sequence of words in the text input being represented
(here, we assume that they are titles of articles) to a sequence of tokens corresponding
to each word as in Figure 2-7:
integerized_titles = tokenizer.texts_to_sequences(titles_df.title)
<i>Figure</i> <i>2-7.</i> <i>Using</i> <i>the</i> <i>tokenizer,</i> <i>each</i> <i>title</i> <i>is</i> <i>mapped</i> <i>to</i> <i>a</i> <i>sequence</i> <i>of</i> <i>integer</i>
<i>index</i> <i>values.</i>
The tokenizer contains other relevant information that we will use later for creating
an embedding layer. In particular, VOCAB_SIZE captures the number of elements of
MAX_LEN
the index lookup table and contains the maximum length of the text strings
in the dataset:
VOCAB_SIZE = len(tokenizer.index_word)
MAX_LEN = max(len(sequence) <b>for</b> sequence <b>in</b> integerized_titles)
Before creating the model, it is necessary to preprocess the titles in the dataset. We’ll
need to pad the elements of our title to feed into the model. Keras has the helper
pad_sequence
functions for that on the top of the tokenizer methods. The function
create_sequences takes both titles as well as the maximum sentence length as input
and returns a list of the integers corresponding to our tokens padded to the sentence
maximum length:
<b>from</b> <b>tensorflow.keras.preprocessing.sequence</b> <b>import</b> pad_sequences
<b>def</b> create_sequences(texts, max_len=MAX_LEN):
sequences = tokenizer.texts_to_sequences(texts)
padded_sequences = pad_sequences(sequences,
max_len,
padding='post')
<b>return</b> padded_sequences
Next, we’ll build a deep neural network (DNN) model in Keras that implements a
simple embedding layer to transform the word integers into dense vectors. The Keras
Embedding layer can be thought of as a map from the integer indices of specific words
to dense vectors (their embeddings). The dimensionality of the embedding is deter‐
mined by output_dim . The argument input_dim indicates the size of the vocabulary,"|DNN model; Embedding design pattern; Keras; text embeddings; tokenization
"sigmoid = [.8, .9, .2, .5]
softmax = [.7, .1, .15, .05]
<header><largefont><b>Trade-Offs</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Alternatives</b></largefont></header>
There are several special cases to consider when following the Multilabel design pat‐
tern and using sigmoid output. Next, we’ll explore how to structure models that have
two possible label classes, how to make sense of sigmoid results, and other important
considerations for Multilabel models.
<b>Sigmoidoutputformodelswithtwoclasses</b>
There are two types of models where the output can belong to two possible classes:
• Each training example can be assigned <i>only</i> <i>one</i> class. This is also called <i>binary</i>
<i>classification</i> and is a special type of multiclass classification problem.
• Some training examples could belong to <i>both</i> classes. This is a type of <i>multilabel</i>
<i>classification</i> problem.
Figure 3-8 shows the distinction between these classifications.
<i>Figure</i> <i>3-8.</i> <i>Understanding</i> <i>the</i> <i>distinction</i> <i>between</i> <i>multiclass,</i> <i>multilabel,</i> <i>and</i> <i>binary</i>
<i>classification</i> <i>problems.</i>"|binary classification; multilabel classification; Multilabel design pattern; sigmoid activation
"want to deploy models to production that have 95% accuracy or higher. When newly
available data triggers a pipeline run and trains an updated model, we can add logic
to check the output of our evaluation component to execute the deployment compo‐
nent if the accuracy is above our threshold, or end the pipeline run if not. Both Air‐
flow and Kubeflow Pipelines, discussed previously in this section, provide APIs for
pipeline orchestration.
<b>LineagetrackinginMLpipelines</b>
One additional feature of pipelines is using them for tracking model metadata and
artifacts, also known as <i>lineage</i> <i>tracking.</i> Each time we invoke a pipeline, a series of
artifacts is generated. These artifacts could include dataset summaries, exported
models, model evaluation results, metadata on specific pipeline invocations, and
more. Lineage tracking lets us visualize the history of our model versions along with
other associated model artifacts. In AI Platform Pipelines, for example, we can use
the pipelines dashboard to see which data a model version was trained on, broken
down both by data schema and date. Figure 6-11 shows the Lineage Explorer dash‐
board for a TFX pipeline running on AI Platform. This allows us to track the input
and output artifacts associated with a particular model.
<i>Figure</i> <i>6-11.</i> <i>The</i> <i>Lineage</i> <i>Explorer</i> <i>section</i> <i>of</i> <i>the</i> <i>AI</i> <i>Platform</i> <i>Pipelines</i> <i>dashboard</i> <i>for</i> <i>a</i>
<i>TFX</i> <i>pipeline.</i>
One benefit of using lineage tracking to manage artifacts generated during our pipe‐
line run is that it supports both cloud-based and on-premises environments. This
gives us flexibility in where models are trained and deployed, and where model meta‐
data is stored. Lineage tracking is also an important aspect of making ML pipelines
reproducible, since it allows for comparisons between metadata and artifacts from
different pipeline runs."|lineage tracking; model evaluation; Workflow Pipeline design pattern
"tion” on page 201. The serving infrastructure is usually designed as a microservice
that offloads the heavy computation (such as with deep convolutional neural net‐
works) to high-performance hardware such as tensor processing units (TPUs) or
graphics processing units (GPUs) and minimizes the inefficiency associated with
multiple software layers.
However, there are circumstances where predictions need to be carried out asynchro‐
nously over large volumes of data. For example, determining whether to reorder a
stock-keeping unit (SKU) might be an operation that is carried out hourly, not every
time the SKU is bought at the cash register. Music services might create personalized
daily playlists for every one of their users and push them out to those users. The per‐
sonalized playlist is not created on-demand in response to every interaction that the
user makes with the music software. Because of this, the ML model needs to make
predictions for millions of instances at a time, not one instance at a time.
Attempting to take a software endpoint that is designed to handle one request at a
time and sending it millions of SKUs or billions of users will overwhelm the ML
model.
<header><largefont><b>Solution</b></largefont></header>
The Batch Serving design pattern uses a distributed data processing infrastructure
(MapReduce, Apache Spark, BigQuery, Apache Beam, and so on) to carry out ML
inference on a large number of instances asynchronously.
In the discussion on the Stateless Serving Function design pattern, we trained a text
classification model to output whether a review was positive or negative. Let’s say
that we want to apply this model to every complaint that has ever been made to the
United States Consumer Finance Protection Bureau (CFPB).
We can load the Keras model into BigQuery as follows (complete code is available in
a notebook in GitHub):
<b>CREATE</b> <b>OR</b> <b>REPLACE</b> MODEL mlpatterns.imdb_sentiment
<b>OPTIONS(model_type='tensorflow',</b> model_path='gs://.../*')
Where normally, one would train a model using data in BigQuery, here we are simply
loading an externally trained model. Having done that, though, it is possible to use
BigQuery to carry out ML predictions. For example, the SQL query.
<b>SELECT</b> * <b>FROM</b> <b>ML.PREDICT(MODEL</b> mlpatterns.imdb_sentiment,
(SELECT 'This was very well done.' <b>AS</b> reviews)
)
returns a positive_review_probability of 0.82.
Using a distributed data processing system like BigQuery to carry out one-off predic‐
tions is not very efficient. However, what if we want to apply the machine learning"|Batch Serving design pattern; BigQuery; distributed data processing infrastructure
"Consider the situation shown in Figure 4-2. Observations collected from the physical
environment are used as inputs (or initial starting conditions) for a physics-based
model that carries out iterative, numerical calculations to calculate the precise state of
the system. Suppose all the observations have a finite number of possibilities (for
example, temperature will be between 60°C and 80°C in increments of 0.01°C). It is
then possible to create a training dataset for the machine learning system consisting
of the complete input space and calculate the labels using the physical model.
<i>Figure</i> <i>4-2.</i> <i>One</i> <i>situation</i> <i>when</i> <i>it</i> <i>is</i> <i>acceptable</i> <i>to</i> <i>overfit</i> <i>is</i> <i>when</i> <i>the</i> <i>entire</i> <i>domain</i>
<i>space</i> <i>of</i> <i>observations</i> <i>can</i> <i>be</i> <i>tabulated</i> <i>and</i> <i>a</i> <i>physical</i> <i>model</i> <i>capable</i> <i>of</i> <i>computing</i> <i>the</i>
<i>precise</i> <i>solution</i> <i>is</i> <i>available.</i>
The ML model needs to learn this precisely calculated and nonoverlapping lookup
table of inputs to outputs. Splitting such a dataset into a training dataset and an eval‐
uation dataset is counterproductive because we would then be expecting the model to
learn parts of the input space it will not have seen in the training dataset.
<header><largefont><b>Solution</b></largefont></header>
In this scenario, there is no “unseen” data that needs to be generalized to, since all
possible inputs have been tabulated. When building a machine learning model to
learn such a physics model or dynamical system, there is no such thing as overfitting.
The basic machine learning training paradigm is slightly different. Here, there is
some physical phenomenon that you are trying to learn that is governed by an under‐
lying PDE or system of PDEs. Machine learning merely provides a data-driven"|overfit model; PDE; physics-based model; Useful Overfitting design pattern
"<b>One-hotencoding</b>
The simplest method of mapping categorical variables while ensuring that the vari‐
ables are independent is <i>one-hot</i> <i>encoding.</i> In our example, the categorical input vari‐
able would be converted into a three-element feature vector using the following
mapping:
<b>Categoricalinput</b> <b>Numericfeature</b>
English [1.0,0.0,0.0]
Chinese [0.0,1.0,0.0]
German [0.0,0.0,1.0]
One-hot encoding requires us to know the <i>vocabulary</i> of the categorical input before‐
hand. Here, the vocabulary consists of three tokens (English, Chinese, and German),
and the length of the resulting feature is the size of this vocabulary.
<header><largefont><b>Dummy</b></largefont> <largefont><b>Coding</b></largefont> <largefont><b>or</b></largefont> <largefont><b>One-Hot</b></largefont> <largefont><b>Encoding?</b></largefont></header>
Technically, a 2-element feature vector is enough to provide a unique mapping for a
vocabulary of size 3:
<b>Categoricalinput</b> <b>Numericfeature</b>
English [0.0,0.0]
Chinese [1.0,0.0]
German [0.0,1.0]
This is called <i>dummy</i> <i>coding.</i> Because dummy coding is a more compact representa‐
tion, it is preferred in statistical models that perform better when the inputs are line‐
arly independent.
Modern machine learning algorithms, though, don’t require their inputs to be line‐
arly independent and use methods such as L1 regularization to prune redundant
inputs. The additional degree of freedom allows the framework to transparently han‐
dle a missing input in production as all zeros:
<b>Categoricalinput</b> <b>Numericfeature</b>
English [1.0,0.0,0.0]
Chinese [0.0,1.0,0.0]
German [0.0,0.0,1.0]
(missing) [0.0,0.0,0.0]
Therefore, many machine learning frameworks often support only one-hot encoding."|categorical inputs; dummy coding; one-hot encoding; vocabulary
"to set up monitoring to check for changes in these upstream data sources. Lastly, it is
important to set up systems to monitor prediction distributions and, when possible,
measure the quality of those predictions in the production environment.
Upon completion of the monitoring step, it can be beneficial to revisit the business
use case and objectively, accurately assess how the machine learning model has influ‐
enced business performance. Likely, this will lead to new insights and the start of new
ML projects, and the life cycle begins again.
<header><largefont><b>AI</b></largefont> <largefont><b>Readiness</b></largefont></header>
We find that different organizations working on building machine learning solutions
are at different stages of AI Readiness. According to a white paper published by Goo‐
gle Cloud, a company’s maturity in incorporating AI into the business can typically
be characterized into three phases: tactical, strategic, and transformational. Machine
learning tools in these three phases go from involving primarily manual development
in the tactical phase, to using pipelines in the strategic phase, to being fully automa‐
ted in the transformational phase.
<b>Tacticalphase:Manualdevelopment</b>
The tactical phase of AI Readiness is often seen in organizations just beginning to
explore the potential for AI to deliver, with focus on short-term projects. Here, the
AI/ML use cases tend to be more narrow, focusing more on proofs of concept or pro‐
totypes; a direct link to the business goals may not always be clear. In this stage,
organizations recognize the promise of advanced analytics work, but the execution is
driven primarily by individual contributors or outsourced entirely to partners; access
to large-scale, quality datasets within the organization can be difficult.
Typically, in this phase, there is no process to scale solutions consistently, and the ML
tools used (see Figure 8-4) are developed on an ad hoc basis. Data is warehoused off‐
line or in isolated data islands and accessed manually for data exploration and analy‐
sis. There are no tools in place to automate the various phases of the ML
development cycle and there is little attention paid to developing repeatable processes
of the workflow. This makes it difficult to share assets within members of the organi‐
zation, and there is no dedicated hardware for development.
The extent of MLOps is limited to a repository of trained models, and there is little
distinction between testing and production environments where the final model may
be deployed as an API-based solution."|AI readiness; ML life cycle; MLOps
"solution to the discrete problem on a spatio-temporal grid of the original domain.
However, when the dimension of the problem becomes large, this mesh-based
approach fails dramatically due to the curse of dimensionality because the mesh spac‐
ing of the grid must be small enough to capture the smallest feature size of the solu‐
tion. So, to achieve 10× higher resolution of an image requires 10,000× more
compute power, because the mesh grid must be scaled in four dimensions accounting
for space and time.
However, it is possible to use machine learning (rather than Monte Carlo methods)
to select the sampling points to create data-driven discretizations of PDEs. In the
paper ""Learning data-driven discretizations for PDEs,” Bar-Sinai et al. demonstrate
the effectiveness of this approach. The authors use a low-resolution grid of fixed
points to approximate a solution via a piecewise polynomial interpolation using stan‐
dard finite-difference methods as well as one obtained from a neural network. The
solution obtained from the neural network vastly outperforms the numeric simula‐
tion in minimizing the absolute error, in some places achieving a 102 order of magni‐
tude improvement. While increasing the resolution requires substantially more
compute power using finite-difference methods, the neural network is able to main‐
tain high performance with only marginal additional cost. Techniques like the Deep
Galerkin Method can then use deep learning to provide a mesh-free approximation
of the solution to the given PDE. In this way, solving the PDE is reduced to a chained
optimization problem (see “Design Pattern 8: Cascade ” on page 108).
<header><largefont><b>Deep</b></largefont> <largefont><b>Galerkin</b></largefont> <largefont><b>Method</b></largefont></header>
The Deep Galerkin Method is a deep learning algorithm for solving partial differen‐
tial equations. The algorithm is similar in spirit to Galerkin methods used in the field
of numeric analysis, where the solution is approximated using a neural network
instead of a linear combination of basis functions.
<b>Unboundeddomains</b>
The Monte Carlo and data-driven discretization methods both assume that sampling
the entire input space, even if imperfectly, is possible. That’s why the ML model was
treated as an interpolation between known points.
Generalization and the concern of overfitting become difficult to ignore whenever we
are unable to sample points in the full domain of the function—for example, for
functions with unbounded domains or projections along a time axis into the future.
In these settings, it is important to consider overfitting, underfitting, and
generalization error. In fact, it’s been shown that although techniques like the Deep
Galerkin Method do well on regions that are well sampled, a function that is learned
this way does not generalize well on regions outside the domain that were not"|Deep Galerkin Method; mesh-free approximation; Monte Carlo approach; neural networks; PDE; Useful Overfitting design pattern
"In this query, the 700 is 70*10 and 560 is 70*8. The first modulo operation picks 1 in
70 rows and the second modulo operation picks 8 in 10 of those rows.
For validation data, you’d replace < 560 by the appropriate range:
<b>ABS(MOD(FARM_FINGERPRINT(date),</b> 70)) = 0
<b>AND</b> <b>ABS(MOD(FARM_FINGERPRINT(date),</b> 700)) <b>BETWEEN</b> <b>560</b> <b>AND</b> <b>629</b>
In the preceding code, our one million flights come from only 1/70th of the days in
the dataset. This may be precisely what we want—for example, we may be modeling
the full spectrum of flights on a particular day when experimenting with the smaller
dataset. However, if what we want is 1/70th of the flights on any particular day, we’d
have to use RAND() and save the result as a new table for repeatability. From this
FARM_FINGERPRINT().
smaller table, we can sample 80% of dates using Because this
new table is only one million rows and only for experimentation, the duplication may
be acceptable.
<b>Sequentialsplit</b>
In the case of time-series models, a common approach is to use sequential splits of
data. For example, to train a demand forecasting model where we train a model on
the past 45 days of data to predict demand over the next 14 days, we’d train the
model (full code) by pulling the necessary data:
<b>CREATE</b> <b>OR</b> <b>REPLACE</b> MODEL ch09eu.numrentals_forecast
<b>OPTIONS(model_type='ARIMA',</b>
time_series_data_col='numrentals',
time_series_timestamp_col='date') <b>AS</b>
<b>SELECT</b>
<b>CAST(EXTRACT(date</b> <b>from</b> start_date) <b>AS</b> <b>TIMESTAMP)</b> <b>AS</b> date
, <b>COUNT(*)</b> <b>AS</b> numrentals
<b>FROM</b>
`bigquery-public-data`.london_bicycles.cycle_hire
<b>GROUP</b> <b>BY</b> date
<b>HAVING</b> date <b>BETWEEN</b>
DATE_SUB(CURRENT_DATE(), INTERVAL 45 <b>DAY)</b> <b>AND</b> <b>CURRENT_DATE()</b>
Such a sequential split of data is also necessary in fast-moving environments even if
the goal is not to predict the future value of a time series. For example, in a fraud-
detection model, bad actors adapt quickly to the fraud algorithm, and the model has
to therefore be continually retrained on the latest data to predict future fraud. It is
not sufficient to generate the evaluation data from a random split of the historical
dataset because the goal is to predict behavior that the bad actors will exhibit in the
future. The indirect goal is the same as that of a time-series model in that a good
model will be able to train on historical data and predict future fraud. The data has to
be split sequentially in terms of time to correctly evaluate this. For example (full
code):"|Farm Fingerprint hashing algorithm; fraud detection; Repeatable Splitting design pattern
"input to the neural network. We might use them as is, one-hot encode them, or
choose to bucketize the numbers. For simplicity, let’s just use them all as is:
feature_columns = {
colname: tf.feature_column.numeric_column(colname)
<b>for</b> colname <b>in</b> ['pickup_longitude', 'pickup_latitude',
'dropoff_longitude', 'dropoff_latitude']
}
feature_columns['euclidean'] = \
tf.feature_column.numeric_column('euclidean')
Once we have a DenseFeatures input layer, we can build the rest of our Keras model
as usual:
h1 = tf.keras.layers.Dense(32, activation='relu', name='h1')(dnn_inputs)
h2 = tf.keras.layers.Dense(8, activation='relu', name='h2')(h1)
output = tf.keras.layers.Dense(1, name='fare')(h2)
model = tf.keras.models.Model(inputs, output)
model.compile(optimizer='adam', loss='mse', metrics=['mse'])
The complete example is on GitHub.
Inputs
Notice how we set things up so that the first layer of the Keras model was .
The second layer was the Transform layer. The third layer was the DenseFeatures
layer that combined them. After this sequence of layers, the usual model architecture
Transform
starts. Because the layer is part of the model graph, the usual Serving
Function and Batch Serving solutions (see Chapter 5) will work as is.
<b>Efficienttransformationswithtf.transform</b>
One drawback to the above approach is that the transformations will be carried out
during each iteration of training. This is not such a big deal if all we are doing is scal‐
ing by known constants. But what if our transformations are more computationally
expensive? What if we want to scale using the mean and variance, in which case, we
need to pass through all the data first to compute these variables?
It is helpful to differentiate between <i>instance-level</i> transformations
that can be part of the model directly (where the only drawback is
applying them on each training iteration) and <i>dataset-level</i> trans‐
formations, where we need a full pass to compute overall statistics
or the vocabulary of a categorical variable. Such dataset-level trans‐
formations cannot be part of the model and have to be applied as a
scalable preprocessing step, which produces the Transform, cap‐
turing the logic and the artifacts (mean, variance, vocabulary, and
so on) to be attached to the model. For dataset-level transforma‐
tf.transform.
tions, use"|dataset-level transformations; feature columns; instance-level transformations; Keras; Transform design pattern
"Both Azure and AWS have similar model versioning services avail‐
able. On Azure, model deployment and versioning is available with
Azure Machine Learning. In AWS, these services are available in
SageMaker.
An ML engineer deploying a new version of a model as an ML model endpoint may
want to use an API gateway such as Apigee that determines which model version to
call. There are various reasons for doing this, including split testing a new version.
For split testing, maybe they want to test a model update with a randomly selected
group of 10% of application users to track how it affects their overall engagement
with the app. The API gateway determines which deployed model version to call
given a user’s ID or IP address.
With multiple model versions deployed, AI Platform allows for performance moni‐
toring and analytics across versions. This lets us trace errors to a specific version,
monitor traffic, and combine this with additional data we’re collecting in our
application.
<header><largefont><b>Versioning</b></largefont> <largefont><b>to</b></largefont> <largefont><b>Handle</b></largefont> <largefont><b>Newly</b></largefont> <largefont><b>Available</b></largefont> <largefont><b>Data</b></largefont></header>
In addition to handling changes to our model itself, another reason to use versioning
is when new training data becomes available. Assuming this new data follows the
same schema used to train the original model, it’s important to keep track of <i>when</i>
the data was captured for each newly trained version. One approach to tracking this is
to encode the timestamp range of each training dataset in the name of a model ver‐
sion. For example, if the latest version of a model is trained on data from 2019, we
v20190101_20191231
could name the version .
We can use this approach in combination with “Design Pattern 18: Continued Model
Evaluation” on page 220 (discussed in Chapter 5) to determine when to take older
model versions offline, or how far back training data should go. Continuous evalua‐
tion might help us determine that our model performs best when trained on data
from the past two years. This could then inform the versions we decide to remove,
and how much data to use when training newer versions."|Apigee; AWS Lambda; Azure; Azure Machine Learning; Continued Model Evaluation design pattern; ML engineers; Model Versioning design pattern; SageMaker
"<i>unsupervised</i> <i>learning,</i> you do not know the labels for your data in advance, and the
goal is to build a model that can find natural groupings of your data (called <i>cluster‐</i>
<i>ing),</i> compress the information content (dimensionality <i>reduction),</i> or find associa‐
tion rules. The majority of this book will focus on supervised learning because the
vast majority of machine learning models used in production are supervised.
With supervised learning, problems can typically be defined as either classification or
regression. <i>Classification</i> models assign your input data a label (or labels) from a dis‐
crete, predefined set of categories. Examples of classification problems include deter‐
mining the type of pet breed in an image, tagging a document, or predicting whether
or not a transaction is fraudulent. <i>Regression</i> models assign continuous, numerical
values to your inputs. Examples of regression models include predicting the duration
of a bike trip, a company’s future revenue, or the price of a product.
<header><largefont><b>Data</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Feature</b></largefont> <largefont><b>Engineering</b></largefont></header>
Data is at the heart of any machine learning problem. When we talk about <i>datasets,</i>
we’re referring to the data used for training, validating, and testing a machine learn‐
ing model. The bulk of your data will be <i>training</i> <i>data:</i> the data fed to your model
during the training process. <i>Validation</i> <i>data</i> is data that is held out from your train‐
ing set and used to evaluate how the model is performing after each training <i>epoch</i>
(or pass through the training data). The performance of the model on the validation
data is used to decide when to stop the training run, and to choose <i>hyperparameters,</i>
such as the number of trees in a random forest model. <i>Test</i> <i>data</i> is data that is not
used in the training process at all and is used to evaluate how the trained model per‐
forms. Performance reports of the machine learning model must be computed on the
independent test data, rather than the training or validation tests. It’s also important
that the data be split in such a way that all three datasets (training, test, validation)
have similar statistical properties.
The data you use to train your model can take many forms depending on the model
type. We define <i>structured</i> <i>data</i> as numerical and categorical data. Numerical data
includes integer and float values, and categorical data includes data that can be divi‐
ded into a finite set of groups, like type of car or education level. You can also think
of structured data as data you would commonly find in a spreadsheet. Throughout
the book, we’ll use the term <i>tabular</i> <i>data</i> interchangeably with structured data.
<i>Unstructured</i> <i>data,</i> on the other hand, includes data that cannot be represented as
neatly. This typically includes free-form text, images, video, and audio.
Numeric data can often be fed directly to a machine learning model, where other data
requires various <i>data</i> <i>preprocessing</i> before it’s ready to be sent to a model. This pre‐
processing step typically includes scaling numerical values, or converting nonnumer‐
ical data into a numerical format that can be understood by your model. Another"|categorical data; classification models; data preprocessing; datasets; epochs; feature engineering; hyperparameters; numerical data; regression models; structured data; tabular data; test data; training data; unstructured data; validation data
"The departure time was an example of a skewed feature. In an imbalanced classifica‐
tion problem (such as fraud detection, where the number of fraud examples is quite
small), we might want to stratify the dataset by the label and split each stratification
evenly. This is also important if we have a multilabel problem and some of the labels
are rarer than others. These are discussed in “Design Pattern 10: Rebalancing ” on
page 122 in Chapter 3.
<b>Unstructureddata</b>
Although we have focused in this section on structured data, the same principles
apply to unstructured data such as images, video, audio, or free-form text as well. Just
use the metadata to carry out the split. For example, if videos taken on the same day
are correlated, use a video’s capture date from its metadata to split the videos among
independent datasets. Similarly, if text reviews from the same person tend to be cor‐
user_id
related, use the Farm Fingerprint of the of the reviewer to repeatedly split
reviews among the datasets. If the metadata is not available or there is no correlation
between instances, encode the image or video using Base64 encoding and compute
the fingerprint of the encoding.
A natural way to split text datasets might be to use the hash of the text itself for split‐
ting. However, this is akin to a random split and does not address the problem of cor‐
relations between reviews. For example, if a person uses the word “stunning” a lot in
their negative reviews or if a person rates all Star Wars movies as bad, their reviews
are correlated. Similarly, a natural way to split image or audio datasets might be to
use the hash of the filename for splitting, but it does not address the problem of
correlations between images or videos. It is worth thinking carefully about the best
way to split a dataset. In our experience, many problems with poor performance of
ML can be addressed by designing the data split (and data collection) with potential
correlations in mind.
When computing embeddings or pre-training autoencoders, we should make sure to
first split the data and perform these pre-computations on the training dataset only.
Because of this, splitting should not be done on the embeddings of the images, vid‐
eos, or text unless these embeddings were created on a completely separate dataset."|Farm Fingerprint hashing algorithm; fraud detection; Repeatable Splitting design pattern; unstructured data
"<i>Figure</i> <i>7-5.</i> <i>The</i> <i>feature</i> <i>attributions</i> <i>returned</i> <i>from</i> <i>Explainable</i> <i>AI</i> <i>for</i> <i>an</i> <i>ImageNet</i>
<i>model</i> <i>deployed</i> <i>to</i> <i>AI</i> <i>Platform.</i> <i>On</i> <i>the</i> <i>left</i> <i>is</i> <i>the</i> <i>original</i> <i>image.</i> <i>The</i> <i>IG</i> <i>attributions</i>
<i>are</i> <i>shown</i> <i>in</i> <i>the</i> <i>middle,</i> <i>and</i> <i>the</i> <i>XRAI</i> <i>attributions</i> <i>are</i> <i>shown</i> <i>on</i> <i>the</i> <i>right.</i> <i>The</i> <i>key</i>
<i>below</i> <i>shows</i> <i>what</i> <i>the</i> <i>regions</i> <i>in</i> <i>XRAI</i> <i>correspond</i> <i>to—lighter</i> <i>regions</i> <i>are</i> <i>the</i> <i>most</i>
<i>important,</i> <i>and</i> <i>darker</i> <i>areas</i> <i>represent</i> <i>the</i> <i>least</i> <i>important</i> <i>regions.</i>
<i>Figure</i> <i>7-6.</i> <i>As</i> <i>part</i> <i>of</i> <i>a</i> <i>study</i> <i>by</i> <i>Rory</i> <i>Sayres</i> <i>and</i> <i>colleagues</i> <i>in</i> <i>2019,</i> <i>different</i> <i>groups</i> <i>of</i>
<i>ophthalmologists</i> <i>were</i> <i>asked</i> <i>to</i> <i>evaluate</i> <i>the</i> <i>degree</i> <i>of</i> <i>DR</i> <i>on</i> <i>an</i> <i>image</i> <i>in</i> <i>three</i> <i>scenar‐</i>
<i>ios:</i> <i>the</i> <i>image</i> <i>by</i> <i>itself</i> <i>without</i> <i>model</i> <i>predictions,</i> <i>the</i> <i>image</i> <i>with</i> <i>model</i> <i>predictions,</i>
<i>and</i> <i>the</i> <i>image</i> <i>with</i> <i>predictions</i> <i>and</i> <i>pixel</i> <i>attributions</i> <i>(shown</i> <i>here).</i> <i>We</i> <i>can</i> <i>see</i> <i>how</i>
<i>pixel</i> <i>attributions</i> <i>can</i> <i>help</i> <i>increase</i> <i>confidence</i> <i>in</i> <i>the</i> <i>model’s</i> <i>prediction.</i>"|Explainable Predictions design pattern; feature attributions
