text|keyphrases
"We’ve handled four of these already; only the second question remains. To answer
this question, we need to use the <i>treeinterpreter</i> library. We’ll also use the <i>waterfall‐</i>
<i>charts</i> library to draw the chart of the results. You can install these by running these
commands in a notebook cell:
!pip install treeinterpreter
!pip install waterfallcharts
We have already seen how to compute feature importances across the entire random
forest. The basic idea was to look at the contribution of each variable to improving
the model, at each branch of every tree, and then add up all of these contributions per
variable.
We can do exactly the same thing, but for just a single row of data. For instance, let’s
say we are looking at a particular item at auction. Our model might predict that this
item will be very expensive, and we want to know why. So, we take that one row of
data and put it through the first decision tree, looking to see what split is used at each
point throughout the tree. For each split, we find the increase or decrease in the addi‐
tion, compared to the parent node of the tree. We do this for every tree, and add up
the total change in importance by split variable.
For instance, let’s pick the first few rows of our validation set:
row = valid_xs_final.iloc[:5]
We can then pass these to treeinterpreter:
prediction,bias,contributions = treeinterpreter.predict(m, row.values)
prediction is simply the prediction that the random forest makes. bias is the predic‐
tion based on taking the mean of the dependent variable (i.e., the <i>model</i> that is the
root of every tree). contributions is the most interesting bit—it tells us the total
change in prediction due to each of the independent variables. Therefore, the sum of
contributions plus bias must equal the prediction, for each row. Let’s look at just
the first row:
prediction[0], bias[0], contributions[0].sum()
(array([9.98234598]), 10.104309759725059, -0.12196378442186026)"|bagging; decision trees; machine learning (ML); predictions; random forests; tabular data for models; training
"One thing that makes this harder to interpret is that there seem to be some variables
with very similar meanings: for example, ProductGroup and ProductGroupDesc. Let’s
try to remove any redundant features.
<header><largefont><b>Removing</b></largefont> <largefont><b>Redundant</b></largefont> <largefont><b>Features</b></largefont></header>
Let’s start with this:
cluster_columns(xs_imp)
In this chart, the pairs of columns that are most similar are the ones that were merged
together early, far from the “root” of the tree at the left. Unsurprisingly, the fields Pro
ductGroup ProductGroupDesc saleYear
and were merged quite early, as were and
saleElapsed, and fiModelDesc and fiBaseModel. These might be so closely correla‐
ted they are practically synonyms for each other.
<b>DeterminingSimilarity</b>
The most similar pairs are found by calculating the <i>rank</i> <i>correla‐</i>
<i>tion,</i> which means that all the values are replaced with their <i>rank</i>
(first, second, third, etc. within the column), and then the <i>correla‐</i>
<i>tion</i> is calculated. (Feel free to skip over this minor detail though,
since it’s not going to come up again in the book!)
Let’s try removing some of these closely related features to see if the model can be
simplified without impacting the accuracy. First, we create a function that quickly
trains a random forest and returns the OOB score, by using a lower max_samples and
min_samples_leaf.
higher The OOB score is a number returned by sklearn that
ranges between 1.0 for a perfect model and 0.0 for a random model. (In statistics it’s"|bagging; decision trees; removing redundant features; machine learning (ML); predictions; random forests; rank correlation; tabular data for models; training
"Let’s create a first SiameseImage and check that our show method works:
img = PILImage.create(files[0])
s = SiameseImage(img, img, True)
s.show();
We can also try with a second image that’s not from the same class:
img1 = PILImage.create(files[1])
s1 = SiameseImage(img, img1, False)
s1.show();
The important thing with transforms that we saw before is that they dispatch over
tuples or their subclasses. That’s precisely why we chose to subclass Tuple in this
instance—this way, we can apply any transform that works on images to our Siamese
Image, and it will be applied on each image in the tuple:
s2 = Resize(224)(s1)
s2.show();
Here the Resize transform is applied to each of the two images, but not the Boolean
flag. Even if we have a custom type, we can thus benefit from all the data augmenta‐
tion transforms inside the library."|Siamese model image comparison
"To fix this, we can use a larger kernel in the first layer. If we use a kernel of 5×5 pixels,
25 pixels are being used at each kernel application. Creating eight filters from this will
mean the neural net will have to find some useful features:
<b>def</b> simple_cnn():
<b>return</b> sequential(
conv(1 ,8, ks=5), <i>#14x14</i>
conv(8 ,16), <i>#7x7</i>
conv(16,32), <i>#4x4</i>
conv(32,64), <i>#2x2</i>
conv(64,10, act=False), <i>#1x1</i>
Flatten(),
)
As you’ll see in a moment, we can look inside our models while they’re training in
order to try to find ways to make them train better. To do this, we use the Activation
Stats callback, which records the mean, standard deviation, and histogram of activa‐
tions of every trainable layer (as we’ve seen, callbacks are used to add behavior to the
training loop; we’ll explore how they work in Chapter 16):
<b>from</b> <b>fastai.callback.hook</b> <b>import</b> *
We want to train quickly, so that means training at a high learning rate. Let’s see how
we go at 0.06:
<b>def</b> fit(epochs=1):
learn = Learner(dls, simple_cnn(), loss_func=F.cross_entropy,
metrics=accuracy, cbs=ActivationStats(with_hist=True))
learn.fit(epochs, 0.06)
<b>return</b> learn
learn = fit()
<b>epoch</b> <b>train_loss</b> <b>valid_loss</b> <b>accuracy</b> <b>time</b>
0 2.307071 2.305865 0.113500 00:16
This didn’t train at all well! Let’s find out why.
One handy feature of the callbacks passed to Learner is that they are made available
automatically, with the same name as the callback class, except in camel_case. So, our
ActivationStats callback can be accessed through activation_stats. I’m sure you
learn.recorder…can
remember you guess how that is implemented? That’s right, it’s
a callback called Recorder !
ActivationStats includes some handy utilities for plotting the activations during
training. plot_layer_stats(idx) plots the mean and standard deviation of the acti‐
vations of layer number <i>idx,</i> along with the percentage of activations near zero. Here’s
the first layer’s plot:"|plotting during training; ActivationStats; callbacks; convolutional neural network (CNN); building a CNN; Learner; training on all digits
"because we’re decreasing the number of activations in the activation map by a factor
of 4; we don’t want to decrease the capacity of a layer by too much at a time.”
There is one bias for each channel. (Sometimes channels are called <i>features</i> or <i>filters</i>
when they are not input channels.) The output shape is 64x4x14x14 , and this will
therefore become the input shape to the next layer. The next layer, according to
summary , has 296 parameters. Let’s ignore the batch axis to keep things simple. So, for
each of 14*14=196 locations, we are multiplying 296-8=288 weights (ignoring the bias
for simplicity), so that’s 196*288=56_448 multiplications at this layer. The next layer
will have 7*7*(1168-16)=56_448 multiplications.
What happened here is that our stride-2 convolution halved the <i>grid</i> <i>size</i> from 14x14
to 7x7 , and we doubled the <i>number</i> <i>of</i> <i>filters</i> from 8 to 16, resulting in no overall
change in the amount of computation. If we left the number of channels the same in
each stride-2 layer, the amount of computation being done in the net would get less
and less as it gets deeper. But we know that the deeper layers have to compute seman‐
tically rich features (such as eyes or fur), so we wouldn’t expect that doing <i>less</i> compu‐
tation would make sense.
Another way to think of this is based on receptive fields.
<header><largefont><b>Receptive</b></largefont> <largefont><b>Fields</b></largefont></header>
The <i>receptive</i> <i>field</i> is the area of an image that is involved in the calculation of a layer.
On the book’s website, you’ll find an Excel spreadsheet called <i>conv-example.xlsx</i> that
shows the calculation of two stride-2 convolutional layers using an MNIST digit.
Each layer has a single kernel. Figure 13-10 shows what we see if we click one of the
cells in the <i>conv2</i> section, which shows the output of the second convolutional layer,
and click <i>trace</i> <i>precedents.</i>
<i>Figure</i> <i>13-10.</i> <i>Immediate</i> <i>precedents</i> <i>of</i> <i>Conv2</i> <i>layer</i>"|convolutional neural network (CNN); building a CNN
"Understanding this picture is one of the best ways to understand decision trees, so we
will start at the top and explain each part step by step.
The top node represents the <i>initial</i> <i>model</i> before any splits have been done, when all
the data is in one group. This is the simplest possible model. It is the result of asking
zero questions and will always predict the value to be the average value of the whole
dataset. In this case, we can see it predicts a value of 10.1 for the logarithm of the sales
price. It gives a mean squared error of 0.48. The square root of this is 0.69. (Remem‐
m_rmse,
ber that unless you see or a <i>root</i> <i>mean</i> <i>squared</i> <i>error,</i> the value you are looking
at is before taking the square root, so it is just the average of the square of the differ‐
ences.) We can also see that there are 404,710 auction records in this group—that is
the total size of our training set. The final piece of information shown here is the
decision criterion for the best split that was found, which is to split based on the
coupler_system column.
Moving down and to the left, this node shows us that there were 360,847 auction
records for equipment where coupler_system was less than 0.5. The average value of
our dependent variable in this group is 10.21. Moving down and to the right from the
initial model takes us to the records where coupler_system was greater than 0.5.
The bottom row contains our <i>leaf</i> <i>nodes:</i> the nodes with no answers coming out of
them, because there are no more questions to be answered. At the far right of this row
is the node containing records where coupler_system was greater than 0.5. The aver‐
age value is 9.21, so we can see the decision tree algorithm did find a single binary"|decision trees; tabular data for models; training
"We can also get a tensor’s rank directly with ndim :
stacked_threes.ndim
3
Finally, we can compute what the ideal 3 looks like. We calculate the mean of all the
image tensors by taking the mean along dimension 0 of our stacked, rank-3 tensor.
This is the dimension that indexes over all the images.
In other words, for every pixel position, this will compute the average of that pixel
over all images. The result will be one value for every pixel position, or a single
image. Here it is:
mean3 = stacked_threes.mean(0)
show_image(mean3);
According to this dataset, this is the ideal number 3! (You may not like it, but this is
what peak number 3 performance looks like.) You can see how it’s very dark where all
the images agree it should be dark, but it becomes wispy and blurry where the images
disagree.
Let’s do the same thing for the 7s, but put all the steps together at once to save time:
mean7 = stacked_sevens.mean(0)
show_image(mean7);
Let’s now pick an arbitrary 3 and measure its <i>distance</i> from our “ideal digits.”
<b>StopandThink!</b>
How would you calculate how similar a particular image is to each
of our ideal digits? Remember to step away from this book and jot
down some ideas before you move on! Research shows that recall
and understanding improve dramatically when you are engaged
with the learning process by solving problems, experimenting, and
trying new ideas yourself."|ideal digit creation; pixels
"The loss is going down, just as we hoped! But looking only at these loss numbers dis‐
guises the fact that each iteration represents an entirely different quadratic function
being tried, on the way to finding the best possible quadratic function. We can see
this process visually if, instead of printing out the loss function, we plot the function
at every step. Then we can see how the shape is approaching the best possible quad‐
ratic function for our data:
_,axs = plt.subplots(1,4,figsize=(12,3))
<b>for</b> ax <b>in</b> axs: show_preds(apply_step(params, False), ax)
plt.tight_layout()
<b>Step7:Stop</b>
We just decided to stop after 10 epochs arbitrarily. In practice, we would watch the
training and validation losses and our metrics to decide when to stop, as we’ve
discussed.
<header><largefont><b>Summarizing</b></largefont> <largefont><b>Gradient</b></largefont> <largefont><b>Descent</b></largefont></header>
Now that you’ve seen what happens in each step, let’s take another look at our graphi‐
cal representation of the gradient descent process (Figure 4-5) and do a quick recap.
<i>Figure</i> <i>4-5.</i> <i>The</i> <i>gradient</i> <i>descent</i> <i>process</i>
At the beginning, the weights of our model can be random (training <i>from</i> <i>scratch)</i> or
come from a pretrained model (transfer <i>learning).</i> In the first case, the output we will
get from our inputs won’t have anything to do with what we want, and even in the
second case, it’s likely the pretrained model won’t be very good at the specific task we
are targeting. So the model will need to <i>learn</i> better weights."|gradient descent; optimization; pretrained models; stochastic gradient descent (SGD); training; transfer learning; weights
"We can create a regularized Learner using the RNNRegularizer callback:
learn = Learner(dls, LMModel7(len(vocab), 64, 2, 0.5),
loss_func=CrossEntropyLossFlat(), metrics=accuracy,
cbs=[ModelResetter, RNNRegularizer(alpha=2, beta=1)])
A TextLearner automatically adds those two callbacks for us (with those values for
alpha and beta as defaults), so we can simplify the preceding line:
learn = TextLearner(dls, LMModel7(len(vocab), 64, 2, 0.4),
loss_func=CrossEntropyLossFlat(), metrics=accuracy)
We can then train the model, and add additional regularization by increasing the
weight decay to 0.1:
learn.fit_one_cycle(15, 1e-2, wd=0.1)
<b>epoch</b> <b>train_loss</b> <b>valid_loss</b> <b>accuracy</b> <b>time</b>
0 2.693885 2.013484 0.466634 00:02
1 1.685549 1.187310 0.629313 00:02
2 0.973307 0.791398 0.745605 00:02
3 0.555823 0.640412 0.794108 00:02
4 0.351802 0.557247 0.836100 00:02
5 0.244986 0.594977 0.807292 00:02
6 0.192231 0.511690 0.846761 00:02
7 0.162456 0.520370 0.858073 00:02
8 0.142664 0.525918 0.842285 00:02
9 0.128493 0.495029 0.858073 00:02
10 0.117589 0.464236 0.867188 00:02
11 0.109808 0.466550 0.869303 00:02
12 0.104216 0.455151 0.871826 00:02
13 0.100271 0.452659 0.873617 00:02
14 0.098121 0.458372 0.869385 00:02
Now this is far better than our previous model!
<header><largefont><b>Conclusion</b></largefont></header>
You have now seen everything that is inside the AWD-LSTM architecture we used in
text classification in Chapter 10. It uses dropout in a lot more places:
• Embedding dropout (just after the embedding layer)
• Input dropout (after the embedding layer)
• Weight dropout (applied to the weights of the LSTM at each training step)"|training weight-tied regularized LSTM; LSTM model; LSTM training; training a regularized LSTM; recurrent neural networks (RNNs)
"<b>AlexisSays</b>
If you are philosophically minded, it is somewhat dizzying to con‐
template the different kinds of hypotheticality that we are juggling
to make this calculation. First, there’s the fact that <i>every</i> prediction
is hypothetical, because we are not noting empirical data. Second,
there’s the point that we’re <i>not</i> merely interested in asking how sale
YearMade
price would change if we changed and everything else
along with it. Rather, we’re very specifically asking how sale price
would change in a hypothetical world where only YearMade
changed. Phew! It is impressive that we can ask such questions. I
recommend Judea Pearl and Dana Mackenzie’s recent book on cau‐
sality, <i>The</i> <i>Book</i> <i>of</i> <i>Why</i> (Basic Books), if you’re interested in more
deeply exploring formalisms for analyzing these subtleties.
With these averages, we can then plot each year on the x-axis, and each prediction on
the y-axis. This, finally, is a partial dependence plot. Let’s take a look:
<b>from</b> <b>sklearn.inspection</b> <b>import</b> plot_partial_dependence
fig,ax = plt.subplots(figsize=(12, 4))
plot_partial_dependence(m, valid_xs_final, ['YearMade','ProductSize'],
grid_resolution=20, ax=ax);
Looking first of all at the YearMade plot, and specifically at the section covering the
years after 1990 (since, as we noted, this is where we have the most data), we can see a
nearly linear relationship between year and price. Remember that our dependent
variable is after taking the logarithm, so this means that in practice there is an expo‐
nential increase in price. This is what we would expect: depreciation is generally rec‐
ognized as being a multiplicative factor over time, so for a given sale date, varying the
year made ought to show an exponential relationship with sale price.
The ProductSize partial plot is a bit concerning. It shows that the final group, which
we saw is for missing values, has the lowest price. To use this insight in practice, we"|bagging; The Book of Why (Pearl and Mackenzie); decision trees; machine learning (ML); Mackenzie; Pearl; predictions; random forests; tabular data for models; training
"To represent collaborative filtering in PyTorch, we can’t just use the crosstab repre‐
sentation directly, especially if we want it to fit into our deep learning framework. We
can represent our movie and user latent factor tables as simple matrices:
n_users = len(dls.classes['user'])
n_movies = len(dls.classes['title'])
n_factors = 5
user_factors = torch.randn(n_users, n_factors)
movie_factors = torch.randn(n_movies, n_factors)
To calculate the result for a particular movie and user combination, we have to look
up the index of the movie in our movie latent factor matrix, and the index of the user
in our user latent factor matrix; then we can do our dot product between the two
latent factor vectors. But <i>look</i> <i>up</i> <i>in</i> <i>an</i> <i>index</i> is not an operation our deep learning
models know how to do. They know how to do matrix products and activation
functions.
Fortunately, it turns out that we can represent <i>look</i> <i>up</i> <i>in</i> <i>an</i> <i>index</i> as a matrix product.
The trick is to replace our indices with one-hot-encoded vectors. Here is an example
of what happens if we multiply a vector by a one-hot-encoded vector representing the
index 3:
one_hot_3 = one_hot(3, n_users).float()
user_factors.t() @ one_hot_3
tensor([-0.4586, -0.9915, -0.4052, -0.3621, -0.5908])
It gives us the same vector as the one at index 3 in the matrix:
user_factors[3]
tensor([-0.4586, -0.9915, -0.4052, -0.3621, -0.5908])
If we do that for a few indices at once, we will have a matrix of one-hot-encoded vec‐
tors, and that operation will be a matrix multiplication! This would be a perfectly
acceptable way to build models using this kind of architecture, except that it would
use a lot more memory and time than necessary. We know that there is no real under‐
lying reason to store the one-hot-encoded vector, or to search through it to find the
occurrence of the number 1—we should just be able to index into an array directly
with an integer. Therefore, most deep learning libraries, including PyTorch, include a
special layer that does just this; it indexes into a vector using an integer, but has its
derivative calculated in such a way that it is identical to what it would have been if it
had done a matrix multiplication with a one-hot-encoded vector. This is called an
<i>embedding.</i>"|categorical variables; collaborative filtering; tables as matrices; look-up index; embedding; look-up index as one-hot-encoded vector; embedding categorical variables
"Instead of being better, it ends up being worse (at least at the end of training). Why is
that? If we look at both trainings carefully, we can see the validation loss stopped
improving in the middle and started to get worse. As we’ve seen, this is a clear indica‐
tion of overfitting. In this case, there is no way to use data augmentation, so we will
have to use another regularization technique. One approach that can be helpful is
<i>weight</i> <i>decay.</i>
<header><largefont><b>Weight</b></largefont> <largefont><b>Decay</b></largefont></header>
Weight decay, or <i>L2</i> <i>regularization,</i> consists of adding to your loss function the sum of
all the weights squared. Why do that? Because when we compute the gradients, it will
add a contribution to them that will encourage the weights to be as small as possible.
Why would it prevent overfitting? The idea is that the larger the coefficients are, the
sharper canyons we will have in the loss function. If we take the basic example of a
y = a * (x**2), a
parabola, the larger is, the more <i>narrow</i> the parabola is:
So, letting our model learn high parameters might cause it to fit all the data points in
the training set with an overcomplex function that has very sharp changes, which will
lead to overfitting.
Limiting our weights from growing too much is going to hinder the training of the
model, but it will yield a state where it generalizes better. Going back to the theory
briefly, weight decay (or just wd) is a parameter that controls that sum of squares we
add to our loss (assuming parameters is a tensor of all parameters):
loss_with_wd = loss + wd * (parameters**2).sum()"|categorical variables; collaborative filtering; embedding; L2 regularization; embedding categorical variables; weight decay against; weights
"<i>Bias</i>
When a traditionally African-American name is searched for on Google, it dis‐
plays ads for criminal background checks.
In fact, for every concept that we introduce in this chapter, we are going to provide at
least one specific example. For each one, think about what you could have done in
this situation, and what kinds of obstructions there might have been to you getting
that done. How would you deal with them? What would you look out for?
<header><largefont><b>Bugs</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Recourse:</b></largefont> <largefont><b>Buggy</b></largefont> <largefont><b>Algorithm</b></largefont> <largefont><b>Used</b></largefont> <largefont><b>for</b></largefont> <largefont><b>Healthcare</b></largefont> <largefont><b>Benefits</b></largefont></header>
The Verge investigated software used in over half of the US states to determine how
much healthcare people receive, and documented its findings in the article “What
Happens When an Algorithm Cuts Your Healthcare”. After implementation of the
algorithm in Arkansas, hundreds of people (many with severe disabilities) had their
healthcare drastically cut.
For instance, Tammy Dobbs, a woman with cerebral palsy who needs an aide to help
her to get out of bed, to go to the bathroom, to get food, and more, had her hours of
help suddenly reduced by 20 hours a week. She couldn’t get any explanation for why
her healthcare was cut. Eventually, a court case revealed that there were mistakes in
the software implementation of the algorithm, negatively impacting people with dia‐
betes or cerebral palsy. However, Dobbs and many other people reliant on these
health-care benefits live in fear that their benefits could again be cut suddenly and
inexplicably.
<header><largefont><b>Feedback</b></largefont> <largefont><b>Loops:</b></largefont> <largefont><b>YouTube’s</b></largefont> <largefont><b>Recommendation</b></largefont> <largefont><b>System</b></largefont></header>
Feedback loops can occur when your model is controlling the next round of data you
get. The data that is returned quickly becomes flawed by the software itself.
For instance, YouTube has 1.9 billion users, who watch over 1 billion hours of You‐
Tube videos a day. Its recommendation algorithm (built by Google), which was
designed to optimize watch time, is responsible for around 70% of the content that is
watched. But there was a problem: it led to out-of-control feedback loops, leading the
<i>New</i> <i>York</i> <i>Times</i> to run the headline “YouTube Unleashed a Conspiracy Theory
Boom. Can It Be Contained?” in February 2019. Ostensibly, recommendation systems
are predicting what content people will like, but they also have a lot of power in deter‐
mining what content people even see.
<header><largefont><b>Bias:</b></largefont> <largefont><b>Professor</b></largefont> <largefont><b>Latanya</b></largefont> <largefont><b>Sweeney</b></largefont> <largefont><b>“Arrested”</b></largefont></header>
Dr. Latanya Sweeney is a professor at Harvard and director of the university’s data
privacy lab. In the paper “Discrimination in Online Ad Delivery” (see Figure 3-1), she
describes her discovery that Googling her name resulted in advertisements saying"|algorithm buggy; Arkansas healthcare buggy algorithm (ethics); arrest record Google bias; bias; buggy algorithm ethics; conspiracy theory feedback loop; ethics; healthcare benefits buggy algorithm; YouTube recommendation feedback loops; conspiracy theories fed by; recommendation system ethics; Google; healthcare benefits buggy algorithm (ethics); data seen changing over time; racial bias; conspiracy theory feedback loops; feedback loop ethics; YouTube feedback loop ethics; research papers; Sweeney; recommendation feedback loops
"<b>def</b> get_data(url, presize, resize):
path = untar_data(url)
<b>return</b> DataBlock(
blocks=(ImageBlock, CategoryBlock), get_items=get_image_files,
splitter=GrandparentSplitter(valid_name='val'),
get_y=parent_label, item_tfms=Resize(presize),
batch_tfms=[*aug_transforms(min_scale=0.5, size=resize),
Normalize.from_stats(*imagenet_stats)],
).dataloaders(path, bs=128)
dls = get_data(URLs.IMAGENETTE_160, 160, 128)
dls.show_batch(max_n=4)
When we looked at MNIST, we were dealing with 28×28-pixel images. For Image‐
nette, we are going to be training with 128×128-pixel images. Later, we would like to
be able to use larger images as well—at least as big as 224×224-pixels, the ImageNet
standard. Do you recall how we managed to get a single vector of activations for each
image out of the MNIST convolutional neural network?
The approach we used was to ensure that there were enough stride-2 convolutions
such that the final layer would have a grid size of 1. Then we just flattened out the
unit axes that we ended up with, to get a vector for each image (so, a matrix of activa‐
tions for a mini-batch). We could do the same thing for Imagenette, but that would
cause two problems:
• We’d need lots of stride-2 layers to make our grid 1×1 at the end—perhaps more
than we would otherwise choose.
• The model would not work on images of any size other than the size we origi‐
nally trained on."|handwritten digits; ImageNet dataset; MNIST handwritten digits dataset; handwritten digits dataset; ResNet architecture
"1s with 1 −  + . This way, we don’t encourage the model to predict something over‐
<i>N</i>
confidently. In our Imagenette example that has 10 classes, the targets become some‐
thing like this (here for a target that corresponds to the index 3):
[0.01, 0.01, 0.01, 0.91, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]
In practice, we don’t want to one-hot encode the labels, and fortunately we won’t need
to (the one-hot encoding is just good to explain label smoothing and visualize it).
<header><largefont><b>Label</b></largefont> <largefont><b>Smoothing,</b></largefont> <largefont><b>the</b></largefont> <largefont><b>Paper</b></largefont></header>
Here is how the reasoning behind label smoothing was explained in the paper by
Christian Szegedy et al.:
This maximum is not achievable for finite <i>z</i> but is approached if <i>z</i> ≫ <i>z</i> for all
<i>k</i> <i>y</i> <i>k</i>
<i>k</i> ≠ <i>y</i>
—that is, if the logit corresponding to the ground-truth label is much [greater]
than all other logits. This, however, can cause two problems. First, it may result in
over-fitting: if the model learns to assign full probability to the ground-truth label for
each training example, it is not guaranteed to generalize. Second, it encourages the
differences between the largest logit and all others to become large, and this, com‐
∂ℓ
bined with the bounded gradient , reduces the ability of the model to adapt. Intui‐
∂z
<i>k</i>
tively, this happens because the model becomes too confident about its predictions.
Let’s practice our paper-reading skills to try to interpret this. “This maximum” is
referring to the previous part of the paragraph, which talked about the fact that 1 is
the value of the label for the positive class. So, it’s not possible for any value (except
infinity) to result in 1 after sigmoid or softmax. In a paper, you won’t normally see
“any value” written; instead, it will get a symbol, which in this case is <i>z</i> . This short‐
<i>k</i>
hand is helpful in a paper, because it can be referred to again later, and the reader will
know which value is being discussed.
Then it says: “if <i>z</i> ≫ <i>z</i> for all <i>k</i> ≠ <i>y.”</i> In this case, the paper immediately follows the
<i>y</i> <i>k</i>
math with an English description, which is handy because you can just read that. In
the math, the <i>y</i> is referring to the target (y is defined earlier in the paper; sometimes
it’s hard to find where symbols are defined, but nearly all papers will define all their
symbols somewhere), and <i>z</i> is the activation corresponding to the target. So to get
<i>y</i>
close to 1, this activation needs to be much higher than all the others for that
prediction.
Next, consider the statement “if the model learns to assign full probability to the
ground-truth label for each training example, it is not guaranteed to generalize.” This
is saying that making <i>z</i> really big means we’ll need large weights and large activations
<i>y</i>
throughout our model. Large weights lead to “bumpy” functions, where a small
change in input results in a big change to predictions. This is really bad for
generalization, because it means just one pixel changing a bit could change our pre‐
diction entirely!"|image classifier model training; research papers; Szegedy
"to work on). In addition, PyTorch can automatically calculate derivatives of these
operations, including combinations of operations. As you’ll see, it would be impossi‐
ble to do deep learning in practice without this capability.
<b>SylvainSays</b>
If you don’t know what C is, don’t worry: you won’t need it at all. In
a nutshell, it’s a low-level (low-level means more similar to the lan‐
guage that computers use internally) language that is very fast com‐
pared to Python. To take advantage of its speed while
programming in Python, try to avoid as much as possible writing
loops, and replace them by commands that work directly on arrays
or tensors.
Perhaps the most important new coding skill for a Python programmer to learn is
how to effectively use the array/tensor APIs. We will be showing lots more tricks later
in this book, but here’s a summary of the key things you need to know for now.
To create an array or tensor, pass a list (or list of lists, or list of lists of lists, etc.) to
array or tensor:
data = [[1,2,3],[4,5,6]]
arr = array (data)
tns = tensor(data)
arr <i>#</i> <i>numpy</i>
array([[1, 2, 3],
[4, 5, 6]])
tns <i>#</i> <i>pytorch</i>
tensor([[1, 2, 3],
[4, 5, 6]])
All the operations that follow are shown on tensors, but the syntax and results for
NumPy arrays are identical.
You can select a row (note that, like lists in Python, tensors are 0-indexed, so 1 refers
to the second row/column):
tns[1]
tensor([4, 5, 6])
Or a column, by using : to indicate <i>all</i> <i>of</i> <i>the</i> <i>first</i> <i>axis</i> (we sometimes refer to the
dimensions of tensors/arrays as <i>axes):</i>
tns[:,1]
tensor([2, 5])"|arrays; APIs; creating an array; C programming language; Python; array APIs; tensor APIs; tensors; creating a tensor
"One approach to dealing with the first issue would be to flatten the final convolu‐
tional layer in a way that handles a grid size other than 1×1. We could simply flatten a
matrix into a vector as we have done before, by laying out each row after the previous
row. In fact, this is the approach that convolutional neural networks up until 2013
nearly always took. The most famous example is the 2013 ImageNet winner VGG,
still sometimes used today. But there was another problem with this architecture: it
not only did not work with images other than those of the same size used in the train‐
ing set, but also required a lot of memory, because flattening out the convolutional
layer resulted in many activations being fed into the final layers. Therefore, the weight
matrices of the final layers were enormous.
This problem was solved through the creation of <i>fully</i> <i>convolutional</i> <i>networks.</i> The
trick in fully convolutional networks is to take the average of activations across a con‐
volutional grid. In other words, we can simply use this function:
<b>def</b> avg_pool(x): <b>return</b> x.mean((2,3))
As you see, it is taking the mean over the x- and y-axes. This function will always
convert a grid of activations into a single activation per image. PyTorch provides a
slightly more versatile module called nn.AdaptiveAvgPool2d, which averages a grid
of activations into whatever sized destination you require (although we nearly always
use a size of 1).
A fully convolutional network, therefore, has a number of convolutional layers, some
of which will be stride 2, at the end of which is an adaptive average pooling layer, a
flatten layer to remove the unit axes, and finally a linear layer. Here is our first fully
convolutional network:
<b>def</b> block(ni, nf): <b>return</b> ConvLayer(ni, nf, stride=2)
<b>def</b> get_model():
<b>return</b> nn.Sequential(
block(3, 16),
block(16, 32),
block(32, 64),
block(64, 128),
block(128, 256),
nn.AdaptiveAvgPool2d(1),
Flatten(),
nn.Linear(256, dls.c))
We’re going to be replacing the implementation of block in the network with other
variants in a moment, which is why we’re not calling it conv anymore. We’re also sav‐
ing some time by taking advantage of fastai’s ConvLayer, which already provides the
functionality of conv from the preceding chapter (plus a lot more!)."|AdaptiveAvgPool2d; fully convolutional networks; ResNet architecture
"<b>Jargon:Top-5Accuracy</b>
A metric testing how often the label we want is in the top 5 predic‐
tions of our model. It was used in the ImageNet competition
because many of the images contained multiple objects, or con‐
tained objects that could be easily confused or may even have been
mislabeled with a similar label. In these situations, looking at top-1
accuracy may be inappropriate. However, recently CNNs have been
getting so good that top-5 accuracy is nearly 100%, so some
researchers are using top-1 accuracy for ImageNet too now.
We’ll use this tweaked version as we scale up to the full ResNet, because it’s substan‐
tially better. It differs a little bit from our previous implementation, in that instead of
just starting with ResNet blocks, it begins with a few convolutional layers followed by
a max pooling layer. This is what the first layers, called the <i>stem</i> of the network, look
like:
<b>def</b> _resnet_stem(*sizes):
<b>return</b> [
ConvLayer(sizes[i], sizes[i+1], 3, stride = 2 <b>if</b> i==0 <b>else</b> 1)
<b>for</b> i <b>in</b> range(len(sizes)-1)
] + [nn.MaxPool2d(kernel_size=3, stride=2, padding=1)]
_resnet_stem(3,32,32,64)
[ConvLayer(
(0): Conv2d(3, 32, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
(1): BatchNorm2d(32, eps=1e-05, momentum=0.1)
(2): ReLU()
), ConvLayer(
(0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
(1): BatchNorm2d(32, eps=1e-05, momentum=0.1)
(2): ReLU()
), ConvLayer(
(0): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
(1): BatchNorm2d(64, eps=1e-05, momentum=0.1)
(2): ReLU()
), MaxPool2d(kernel_size=3, stride=2, padding=1, ceil_mode=False)]
<b>Jargon:Stem</b>
The first few layers of a CNN. Generally, the stem has a different
structure than the main body of the CNN.
The reason that we have a stem of plain convolutional layers, instead of ResNet
blocks, is based on an important insight about all deep convolutional neural net‐
works: the vast majority of the computation occurs in the early layers. Therefore, we
should keep the early layers as fast and simple as possible."|convolutional neural network (CNN); building state-of-the-art ResNet; stem in convolutional neural network
